                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 1.2178,                0.87545,                 1.1141,                0.86032,                0.78373,                0.91506,                0.67007,                 1.2541,                   1.09,                  1.369,              0.0015474,              0.0015474,              0.0015474
                    148,                 1.2394,                0.92738,                 1.2361,                0.85434,                0.80403,                 0.9134,                0.73604,                 1.1776,                0.97012,                 1.3241,              0.0015465,              0.0015465,              0.0015465
                    149,                  1.232,                0.92182,                 1.1917,                0.85058,                0.80188,                0.90533,                0.72459,                 1.1563,                0.95128,                  1.293,              0.0015457,              0.0015457,              0.0015457
                    150,                 1.1736,                0.93194,                 1.1835,                0.94848,                0.75072,                0.90133,                0.62272,                 1.1324,                 1.0063,                  1.269,              0.0015449,              0.0015449,              0.0015449
                    151,                 1.2479,                0.95442,                 1.2707,                0.94868,                0.79236,                0.90804,                0.61884,                 1.1818,                0.93318,                 1.2888,              0.0015441,              0.0015441,              0.0015441
                    152,                 1.1731,                0.89106,                 1.2069,                0.88398,                0.81884,                0.90829,                0.68366,                 1.1457,                0.90741,                 1.2678,              0.0015432,              0.0015432,              0.0015432
                    153,                 1.2338,                0.97225,                 1.2538,                0.82951,                0.78066,                0.90328,                0.66392,                   1.16,                0.92564,                 1.3185,              0.0015424,              0.0015424,              0.0015424
                    154,                 1.2883,                0.96971,                 1.2799,                0.82969,                0.73029,                0.90535,                  0.671,                  1.235,                 1.0212,                 1.3753,              0.0015416,              0.0015416,              0.0015416
                    155,                 1.2232,                0.85626,                 1.1697,                0.88147,                0.78645,                0.89932,                0.71362,                 1.2372,                 1.0513,                 1.3311,              0.0015407,              0.0015407,              0.0015407
                    156,                 1.1723,                0.85377,                 1.1773,                0.94009,                 0.7705,                0.89655,                0.73234,                 1.1494,                0.97655,                 1.3034,              0.0015399,              0.0015399,              0.0015399
                    157,                 1.2041,                0.84803,                 1.1678,                0.91882,                 0.7632,                0.87886,                0.66585,                  1.159,                 1.0798,                 1.3284,              0.0015391,              0.0015391,              0.0015391
                    158,                 1.1948,                 0.8439,                 1.1923,                0.96617,                0.77931,                0.88017,                0.72293,                 1.1013,                 1.0095,                 1.3163,              0.0015383,              0.0015383,              0.0015383
                    159,                 1.2356,                0.90146,                 1.1849,                0.97535,                0.80177,                0.90786,                0.72987,                 1.1374,                0.97524,                 1.3114,              0.0015374,              0.0015374,              0.0015374
                    160,                 1.2029,                0.85164,                 1.1908,                0.94369,                0.81987,                0.91821,                0.63795,                 1.0783,                0.93436,                 1.2992,              0.0015366,              0.0015366,              0.0015366
                    161,                 1.2394,                0.90415,                 1.2156,                0.94982,                0.80149,                0.91307,                0.63324,                 1.1466,                0.96909,                 1.3125,              0.0015358,              0.0015358,              0.0015358
                    162,                 1.2267,                0.85773,                 1.2104,                0.97274,                0.78083,                 0.9108,                 0.7391,                 1.1097,                0.99339,                 1.2879,               0.001535,               0.001535,               0.001535
                    163,                 1.2406,                0.88985,                 1.2026,                0.88027,                 0.7971,                0.88992,                0.77283,                 1.1183,                  1.039,                 1.3293,              0.0015341,              0.0015341,              0.0015341
                    164,                 1.2416,                0.88172,                 1.1912,                0.87506,                0.77961,                0.89613,                0.76864,                 1.1085,                0.96654,                 1.3026,              0.0015333,              0.0015333,              0.0015333
                    165,                 1.2011,                0.85805,                  1.225,                0.88321,                0.76126,                0.91586,                0.73219,                  1.076,                0.94987,                 1.2909,              0.0015325,              0.0015325,              0.0015325
                    166,                 1.1414,                0.80108,                 1.1525,                0.92002,                0.76183,                0.92197,                0.68587,                 1.1088,                 0.8811,                 1.2979,              0.0015317,              0.0015317,              0.0015317
                    167,                 1.2303,                0.90574,                 1.1803,                 0.8544,                0.72089,                0.90809,                0.68331,                 1.0902,                0.94252,                 1.2879,              0.0015308,              0.0015308,              0.0015308
                    168,                 1.1639,                0.80274,                 1.1669,                0.83729,                0.72448,                0.88911,                0.67091,                 1.0771,                 1.0424,                 1.2729,                0.00153,                0.00153,                0.00153
                    169,                 1.1513,                0.78816,                 1.1202,                0.80035,                0.82609,                0.89021,                0.70976,                 1.1262,                 1.0232,                 1.3183,              0.0015292,              0.0015292,              0.0015292
                    170,                 1.1862,                0.85715,                 1.1264,                0.82314,                0.80671,                0.89674,                0.70491,                  1.152,                0.98318,                 1.3537,              0.0015284,              0.0015284,              0.0015284
                    171,                 1.1882,                0.83003,                 1.1833,                0.79269,                 0.7112,                0.89194,                0.67043,                 1.1229,                 1.2433,                 1.3058,              0.0015275,              0.0015275,              0.0015275
                    172,                 1.2741,                0.90136,                 1.2715,                0.92809,                0.76812,                0.90189,                0.69883,                  1.075,                0.97578,                 1.2732,              0.0015267,              0.0015267,              0.0015267
                    173,                 1.1466,                0.82454,                 1.1571,                0.95612,                0.81183,                0.91719,                0.69881,                 1.0398,                0.83104,                 1.2539,              0.0015259,              0.0015259,              0.0015259
                    174,                  1.157,                0.83476,                 1.1848,                0.89258,                0.89203,                0.91696,                0.55797,                 1.0551,                0.87177,                 1.2638,              0.0015251,              0.0015251,              0.0015251
                    175,                 1.1349,                 0.8389,                 1.1442,                0.91882,                0.88406,                0.91826,                0.68912,                 1.0771,                0.83439,                 1.2728,              0.0015242,              0.0015242,              0.0015242
                    176,                 1.1656,                0.84128,                 1.1546,                0.81889,                0.86232,                0.92133,                 0.7554,                 1.0399,                0.84695,                 1.2432,              0.0015234,              0.0015234,              0.0015234
                    177,                 1.1545,                0.82753,                 1.1711,                0.87133,                0.81526,                0.91973,                0.74531,                 1.0781,                0.83099,                 1.2471,              0.0015226,              0.0015226,              0.0015226
                    178,                 1.1859,                0.82966,                 1.1803,                0.88534,                0.81813,                0.91068,                0.73447,                 1.1258,                0.86799,                 1.2766,              0.0015218,              0.0015218,              0.0015218
                    179,                  1.199,                0.83736,                 1.1558,                0.95005,                0.78487,                0.91655,                0.74035,                 1.0582,                0.85306,                 1.2668,              0.0015209,              0.0015209,              0.0015209
                    180,                 1.1988,                0.81878,                 1.1476,                0.90225,                0.78441,                0.92477,                0.73497,                 1.1136,                0.87154,                 1.2821,              0.0015201,              0.0015201,              0.0015201
                    181,                 1.1807,                0.87913,                 1.1908,                0.85507,                0.75711,                0.92816,                0.69152,                 1.1502,                0.89902,                 1.3018,              0.0015193,              0.0015193,              0.0015193
                    182,                 1.1638,                0.79942,                 1.1752,                0.86961,                0.86041,                0.92507,                0.68067,                 1.1979,                0.87892,                 1.3104,              0.0015185,              0.0015185,              0.0015185
                    183,                 1.2273,                0.86474,                 1.1942,                0.91411,                0.84776,                0.92063,                0.69441,                 1.1187,                0.85019,                  1.297,              0.0015176,              0.0015176,              0.0015176
                    184,                 1.1304,                0.78565,                 1.1749,                0.89978,                0.79535,                0.92932,                0.70217,                 1.0784,                0.88577,                 1.2541,              0.0015168,              0.0015168,              0.0015168
